"Jurisdiction","Precinct","Race","Candidate","Votes"
"Clark","6652","District Court Judge, Eighth Judicial District, Family Division, Department C","GORDON, GREGORY G.","1225"
"Clark","6652","United States Senator","Hansen, JANINE","18"
"Clark","6652","President and Vice President of the United States","Harris, Kamala D. and Walz, Tim","929"
"Clark","6652","Justice of the Peace, Las Vegas Township, Department 4","HEAP, HILARY","183"
"Clark","6652","U.S. Representative in Congress, District 3","JOHNSON, Drew","940"
"Clark","6652","State Assembly, District  2","Kasama, Heidi","969"
"Clark","6652","Justice of the Peace, Las Vegas Township, Department 4","LEAVITT, JAMES DEAN","322"
"Clark","6652","Supreme Court Justice, Seat F","Lee, Patty","1058"
"Clark","6652","U.S. Representative in Congress, District 3","Lee, Susie","920"
"Clark","6652","District Court Judge, Eighth Judicial District, Department 14","LEFEBVRE, ALAN J.","483"
"Clark","6652","District Court Judge, Eighth Judicial District, Family Division, Department N","MAXEY, KERRI","653"
"Clark","6652","District Court Judge, Eighth Judicial District, Family Division, Department O","MCCONNELL, GINA","1219"
"Clark","6652","District Court Judge,Eighth Judicial District, Department 27","MCLEOD, ALEXANDRA Beth","350"
"Clark","6652","District Court Judge,Eighth Judicial District, Department 27","MENDOZA, ERIKA","579"
"Clark","6652","State Assembly, District  2","NELSEN, RON","827"
"Clark","6652","Supreme Court Justice, Seat F","None Of These Candidates","411"
"Clark","6652","Supreme Court Justice, Seat G","None Of These Candidates","410"
"Clark","6652","President and Vice President of the United States","None Of These Candidates","28"
"Clark","6652","United States Senator","None Of These Candidates","47"
"Clark","6652","Supreme Court Justice, Seat C","None Of These Candidates","424"
"Clark","6652","President and Vice President of the United States","Oliver, Chase and ter Maat, Michael","3"
"Clark","6652","District Court Judge, Eighth Judicial District, Department  7","Pieper, DANIELLE K.","1313"
"Clark","6652","District Court Judge, Eighth Judicial District, Department 29","REYNOLDS, JACOB","1224"
"Clark","6652","United States Senator","ROSEN, JACKY S.","921"
"Clark","6652","Justice of the Peace, Las Vegas Township, Department 2","SCISCENTO, JOSEPH S.","680"
"Clark","6652","President and Vice President of the United States","Skousen, Joel and Combs, Rik","1"
"Clark","6652","Justice of the Peace, Las Vegas Township, Department 4","SMITH-PETERSON, JESSICA","290"
"Clark","6652","Supreme Court Justice, Seat G","STIGLICH, LIDIA","1057"
"Clark","6652","Justice of the Peace, Las Vegas Township, Department 4","Stoberski, Holly","189"
"Clark","6652","District Court Judge, Eighth Judicial District, Department 14","TALIM, TINA","895"
"Clark","6652","President and Vice President of the United States","Trump, Donald J. and Vance, JD","960"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 4","BAUCUM, SUZAN","243"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 8","BERNSTEIN, NANCY","412"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 2","BRADFORD, KRISTAL","406"
"Clark","6656","United States Senator","BROWN, SAM","527"
"Clark","6656","Supreme Court Justice, Seat C","CADISH, ELISSA","622"
"Clark","6656","State Board of Education, District 3","CANTU, RENE","357"
"Clark","6656","District Court Judge,Eighth Judicial District, Department 27","COFFING, TERRY","210"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 5","COLE, MADILYN ""Leavitt""","349"
"Clark","6656","United States Senator","Cunningham, Chris","26"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 5","DUSTIN-CRUZ, CYNTHIA","415"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 8","FERREIRA, AMY","374"
"Clark","6656","State Board of Education, District 3","FORD, DANIELLE","414"
"Clark","6656","District Court Judge, Eighth Judicial District, Family Division, Department N","GAUDET, PAUL M.","372"
"Clark","6656","District Court Judge, Eighth Judicial District, Family Division, Department C","GORDON, GREGORY G.","733"
"Clark","6656","United States Senator","Hansen, JANINE","13"
"Clark","6656","President and Vice President of the United States","Harris, Kamala D. and Walz, Tim","526"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 4","HEAP, HILARY","89"
"Clark","6656","U.S. Representative in Congress, District 3","JOHNSON, Drew","541"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 4","LEAVITT, JAMES DEAN","210"
"Clark","6656","Supreme Court Justice, Seat F","Lee, Patty","617"
"Clark","6656","U.S. Representative in Congress, District 3","Lee, Susie","538"
"Clark","6656","District Court Judge, Eighth Judicial District, Department 14","LEFEBVRE, ALAN J.","320"
"Clark","6656","District Court Judge, Eighth Judicial District, Family Division, Department N","MAXEY, KERRI","414"
"Clark","6656","District Court Judge, Eighth Judicial District, Family Division, Department O","MCCONNELL, GINA","734"
"Clark","6656","District Court Judge,Eighth Judicial District, Department 27","MCLEOD, ALEXANDRA Beth","190"
"Clark","6656","District Court Judge,Eighth Judicial District, Department 27","MENDOZA, ERIKA","403"
"Clark","6656","State Assembly, District  9","NEELY, ERICA A.","531"
"Clark","6656","Supreme Court Justice, Seat C","None Of These Candidates","266"
"Clark","6656","President and Vice President of the United States","None Of These Candidates","10"
"Clark","6656","United States Senator","None Of These Candidates","26"
"Clark","6656","Supreme Court Justice, Seat G","None Of These Candidates","264"
"Clark","6656","Supreme Court Justice, Seat F","None Of These Candidates","268"
"Clark","6656","President and Vice President of the United States","Oliver, Chase and ter Maat, Michael","1"
"Clark","6656","District Court Judge, Eighth Judicial District, Department  7","Pieper, DANIELLE K.","796"
"Clark","6656","District Court Judge, Eighth Judicial District, Department 29","REYNOLDS, JACOB","739"
"Clark","6656","United States Senator","ROSEN, JACKY S.","509"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 2","SCISCENTO, JOSEPH S.","369"
"Clark","6656","President and Vice President of the United States","Skousen, Joel and Combs, Rik","3"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 4","SMITH-PETERSON, JESSICA","154"
"Clark","6656","Supreme Court Justice, Seat G","STIGLICH, LIDIA","621"
"Clark","6656","Justice of the Peace, Las Vegas Township, Department 4","Stoberski, Holly","102"
"Clark","6656","District Court Judge, Eighth Judicial District, Department 14","TALIM, TINA","492"
"Clark","6656","President and Vice President of the United States","Trump, Donald J. and Vance, JD","582"
"Clark","6656","State Assembly, District  9","Yeager, Steve","528"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 4","BAUCUM, SUZAN","307"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 8","BERNSTEIN, NANCY","450"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 2","BRADFORD, KRISTAL","488"
"Clark","6657","United States Senator","BROWN, SAM","630"
"Clark","6657","Supreme Court Justice, Seat C","CADISH, ELISSA","754"
"Clark","6657","State Board of Education, District 3","CANTU, RENE","487"
"Clark","6657","District Court Judge,Eighth Judicial District, Department 27","COFFING, TERRY","290"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 5","COLE, MADILYN ""Leavitt""","443"
"Clark","6657","United States Senator","Cunningham, Chris","14"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 5","DUSTIN-CRUZ, CYNTHIA","463"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 8","FERREIRA, AMY","489"
"Clark","6657","State Board of Education, District 3","FORD, DANIELLE","479"
"Clark","6657","District Court Judge, Eighth Judicial District, Family Division, Department N","GAUDET, PAUL M.","469"
"Clark","6657","District Court Judge, Eighth Judicial District, Family Division, Department C","GORDON, GREGORY G.","847"
"Clark","6657","United States Senator","Hansen, JANINE","26"
"Clark","6657","President and Vice President of the United States","Harris, Kamala D. and Walz, Tim","626"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 4","HEAP, HILARY","126"
"Clark","6657","U.S. Representative in Congress, District 3","JOHNSON, Drew","666"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 4","LEAVITT, JAMES DEAN","194"
"Clark","6657","Supreme Court Justice, Seat F","Lee, Patty","764"
"Clark","6657","U.S. Representative in Congress, District 3","Lee, Susie","626"
"Clark","6657","District Court Judge, Eighth Judicial District, Department 14","LEFEBVRE, ALAN J.","384"
"Clark","6657","District Court Judge, Eighth Judicial District, Family Division, Department N","MAXEY, KERRI","488"
"Clark","6657","District Court Judge, Eighth Judicial District, Family Division, Department O","MCCONNELL, GINA","871"
"Clark","6657","District Court Judge,Eighth Judicial District, Department 27","MCLEOD, ALEXANDRA Beth","224"
"Clark","6657","District Court Judge,Eighth Judicial District, Department 27","MENDOZA, ERIKA","455"
"Clark","6657","State Assembly, District  9","NEELY, ERICA A.","667"
"Clark","6657","United States Senator","None Of These Candidates","34"
"Clark","6657","Supreme Court Justice, Seat F","None Of These Candidates","311"
"Clark","6657","President and Vice President of the United States","None Of These Candidates","14"
"Clark","6657","Supreme Court Justice, Seat G","None Of These Candidates","325"
"Clark","6657","Supreme Court Justice, Seat C","None Of These Candidates","328"
"Clark","6657","President and Vice President of the United States","Oliver, Chase and ter Maat, Michael","4"
"Clark","6657","District Court Judge, Eighth Judicial District, Department  7","Pieper, DANIELLE K.","945"
"Clark","6657","District Court Judge, Eighth Judicial District, Department 29","REYNOLDS, JACOB","874"
"Clark","6657","United States Senator","ROSEN, JACKY S.","612"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 2","SCISCENTO, JOSEPH S.","446"
"Clark","6657","President and Vice President of the United States","Skousen, Joel and Combs, Rik","5"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 4","SMITH-PETERSON, JESSICA","206"
"Clark","6657","Supreme Court Justice, Seat G","STIGLICH, LIDIA","743"
"Clark","6657","Justice of the Peace, Las Vegas Township, Department 4","Stoberski, Holly","130"
"Clark","6657","District Court Judge, Eighth Judicial District, Department 14","TALIM, TINA","590"
"Clark","6657","President and Vice President of the United States","Trump, Donald J. and Vance, JD","701"
"Clark","6657","State Assembly, District  9","Yeager, Steve","591"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 4","BAUCUM, SUZAN","497"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 8","BERNSTEIN, NANCY","827"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 2","BRADFORD, KRISTAL","848"
"Clark","6658","United States Senator","BROWN, SAM","1081"
"Clark","6658","Supreme Court Justice, Seat C","CADISH, ELISSA","1264"
"Clark","6658","State Board of Education, District 3","CANTU, RENE","753"
"Clark","6658","District Court Judge,Eighth Judicial District, Department 27","COFFING, TERRY","482"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 5","COLE, MADILYN ""Leavitt""","755"
"Clark","6658","United States Senator","Cunningham, Chris","18"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 5","DUSTIN-CRUZ, CYNTHIA","810"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 8","FERREIRA, AMY","752"
"Clark","6658","State Board of Education, District 3","FORD, DANIELLE","820"
"Clark","6658","District Court Judge, Eighth Judicial District, Family Division, Department N","GAUDET, PAUL M.","794"
"Clark","6658","District Court Judge, Eighth Judicial District, Family Division, Department C","GORDON, GREGORY G.","1460"
"Clark","6658","United States Senator","Hansen, JANINE","21"
"Clark","6658","President and Vice President of the United States","Harris, Kamala D. and Walz, Tim","1012"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 4","HEAP, HILARY","203"
"Clark","6658","U.S. Representative in Congress, District 3","JOHNSON, Drew","1139"
"Clark","6658","Justice of the Peace, Las Vegas Township, Department 4","LEAVITT, JAMES DEAN","350"
"Clark","6658","Supreme Court Justice, Seat F","Lee, Patty","1257"
"Clark","6658","U.S. Representative in Congress, District 3","Lee, Susie","1049"
"Clark","6658","District Court Judge, Eighth Judicial District, Department 14","LEFEBVRE, ALAN J.","609"
"Clark","6658","District Court Judge, Eighth Judicial District, Family Division, Department N","MAXEY, KERRI","810"
"Clark","6658","District Court Judge, Eighth Judicial District, Family Division, Department O","MCCONNELL, GINA","1487"
"Clark","6658","District Court Judge,Eighth Judicial District, Department 27","MCLEOD, ALEXANDRA Beth","392"
"Clark","6658","District Court Judge,Eighth Judicial District, Department 27","MENDOZA, ERIKA","759"
"Clark","6658","State Assembly, District  9","NEELY, ERICA A.","1141"
"Clark","6658","United States Senator","None Of These Candidates","71"
"Clark","6658","Supreme Court Justice, Seat C","None Of These Candidates","509"
"Clark","6658","Supreme Court Justice, Seat G","None Of These Candidates","509"
"Clark","6658","President and Vice President of the United States","None Of These Candidates","27"
"Clark","6658","Supreme Court Justice, Seat F","None Of These Candidates","505"
"Clark","6658","President and Vice President of the United States","Oliver, Chase and ter Maat, Michael","3"
"Clark","6658","District Court Judge, Eighth Judicial District, Department  7","Pieper, DANIELLE K.","1585"
"Clark","6658","District Court Judge, Eighth Judicial District, Department 29","REYNOLDS, JACOB","1486"
